loss,accuracy,val_loss,val_accuracy
8.756087303161621,0.7615333199501038,0.6088772416114807,0.8738999962806702
0.6458592414855957,0.869183361530304,1.2126601934432983,0.828000009059906
0.6155663132667542,0.8806833624839783,0.5746902823448181,0.89410001039505
0.6117268204689026,0.8834499716758728,0.9214305877685547,0.8325999975204468
0.6370919942855835,0.8843166828155518,1.0333513021469116,0.8353999853134155
0.6255611181259155,0.8887500166893005,0.6343451738357544,0.887499988079071
0.6222038865089417,0.8895833492279053,0.5280179977416992,0.9100000262260437
0.6035051345825195,0.8920166492462158,0.9211243987083435,0.8521000146865845
0.6242735385894775,0.8925666809082031,0.6332066655158997,0.8858000040054321
0.5781981945037842,0.8952166438102722,0.6577504277229309,0.8959000110626221
