round,loss,accuracy,num_clients
1,95.66136169433594,0.10320000350475311,2
2,16.456134796142578,0.387800008058548,2
3,8.52357006072998,0.5695000290870667,2
4,7.598654747009277,0.5871999859809875,2
5,5.925654888153076,0.5914000272750854,2
6,4.650146484375,0.6161999702453613,2
7,4.107903957366943,0.628000020980835,2
8,4.261207580566406,0.5644999742507935,2
9,3.050781011581421,0.6348000168800354,2
10,3.432756185531616,0.6186000108718872,2
11,2.6514532566070557,0.678600013256073,2
12,2.510002613067627,0.6886000037193298,2
13,2.2534947395324707,0.708899974822998,2
14,2.222687244415283,0.6901000142097473,2
15,2.184319257736206,0.7006000280380249,2
16,2.1158831119537354,0.7085000276565552,2
17,2.2046823501586914,0.7037000060081482,2
18,2.020815849304199,0.7195000052452087,2
19,2.1876230239868164,0.7099000215530396,2
20,1.8923828601837158,0.7416999936103821,2
21,1.8591140508651733,0.7425000071525574,2
22,1.7058460712432861,0.754800021648407,2
23,1.5381510257720947,0.771399974822998,2
24,1.5204869508743286,0.7720000147819519,2
25,1.7097094058990479,0.7523999810218811,2
26,1.937332272529602,0.7328000068664551,2
27,1.8982566595077515,0.7372000217437744,2
28,1.5585432052612305,0.7706000208854675,2
29,1.5551031827926636,0.7684999704360962,2
30,1.5152292251586914,0.7696999907493591,2
31,1.5263198614120483,0.7677000164985657,2
32,1.6153813600540161,0.7594000101089478,2
33,1.503886342048645,0.7698000073432922,2
34,1.2220237255096436,0.8011999726295471,2
35,1.2599966526031494,0.7975000143051147,2
36,0.8727672100067139,0.847000002861023,2
37,1.0338283777236938,0.8295000195503235,2
38,1.115376591682434,0.8100000023841858,2
39,1.0851601362228394,0.8144999742507935,2
40,1.0635329484939575,0.817799985408783,2
41,1.097570538520813,0.8118000030517578,2
42,1.1526761054992676,0.8014000058174133,2
43,1.1077542304992676,0.8118000030517578,2
44,1.0809704065322876,0.8162999749183655,2
45,1.0839217901229858,0.8156999945640564,2
46,1.1025619506835938,0.8113999962806702,2
47,1.187178611755371,0.7993999719619751,2
48,1.3682758808135986,0.7681000232696533,2
49,1.188492774963379,0.7980999946594238,2
50,1.3030905723571777,0.7836999893188477,2
