round,loss,accuracy,num_clients
1,0.48630473017692566,0.9190999865531921,2
2,0.5433328747749329,0.9147999882698059,2
3,0.5830212831497192,0.9070000052452087,2
4,0.6342710852622986,0.9002000093460083,2
5,0.50979083776474,0.9200999736785889,2
6,0.5841975808143616,0.9157999753952026,2
7,0.5224862098693848,0.9204999804496765,2
8,0.5841448307037354,0.916700005531311,2
9,0.5379431843757629,0.9193000197410583,2
10,0.49654003977775574,0.9254000186920166,2
11,0.5436684489250183,0.9164999723434448,2
12,0.6495872139930725,0.9020000100135803,2
13,0.5246665477752686,0.91839998960495,2
14,0.5433329343795776,0.9168000221252441,2
15,0.49888017773628235,0.9225000143051147,2
