num_rounds,num_clients,final_accuracy,best_accuracy(roundNumber)
20,2,0.7437000274658203,0.7437000274658203(20)
100,2,0.7612000107765198,0.7943999767303467(98)
5,2,0.5586000084877014,0.5871999859809875(4)
10,2,0.6654000282287598,0.6654000282287598(10)
2,2,0.387800008058548,0.387800008058548(2)
50,2,0.7836999893188477,0.847000002861023(36)
15,2,0.7515000104904175,0.7515000104904175(15)
25,2,0.7806000113487244,0.7806000113487244(25)
