round,loss,accuracy,num_clients
1,0.08772891014814377,0.9731000065803528,2
2,0.07636930793523788,0.9793000221252441,2
3,0.08166050165891647,0.980400025844574,2
4,0.08664771169424057,0.9811999797821045,2
5,0.0913470908999443,0.9796000123023987,2
6,0.09473563730716705,0.9801999926567078,2
7,0.09637636691331863,0.9811999797821045,2
8,0.09979043900966644,0.9811000227928162,2
9,0.10272142291069031,0.9807000160217285,2
10,0.10920218378305435,0.980400025844574,2
11,0.11153782904148102,0.9810000061988831,2
12,0.11478716135025024,0.9812999963760376,2
13,0.12415598332881927,0.9799000024795532,2
14,0.12489137053489685,0.9800000190734863,2
15,0.13501057028770447,0.9797000288963318,2
