round,loss,accuracy,num_clients
1,0.6298888921737671,0.8920999765396118,2
2,0.6634252071380615,0.8960999846458435,2
3,0.7897877097129822,0.876800000667572,2
4,0.676136314868927,0.8995000123977661,2
5,0.7655687928199768,0.8871999979019165,2
6,0.646994948387146,0.9063000082969666,2
7,0.6565759181976318,0.9078999757766724,2
8,0.6553926467895508,0.9078999757766724,2
9,0.6398773193359375,0.9086999893188477,2
10,0.5658335089683533,0.9199000000953674,2
11,0.6600821614265442,0.9060999751091003,2
12,0.6944313049316406,0.8956000208854675,2
13,0.7137933373451233,0.8967999815940857,2
14,0.6726269721984863,0.9023000001907349,2
15,0.6644273400306702,0.9014999866485596,2
16,0.6390058398246765,0.9078999757766724,2
17,0.6350869536399841,0.9065999984741211,2
18,0.6321071982383728,0.9075999855995178,2
19,0.6219862103462219,0.9078999757766724,2
20,0.6450365781784058,0.9031000137329102,2
