round,loss,accuracy,num_clients
1,0.09034140408039093,0.9718999862670898,2
2,0.0773845985531807,0.979200005531311,2
3,0.08889001607894897,0.977400004863739,2
4,0.09583014249801636,0.9779000282287598,2
5,0.09134490042924881,0.9803000092506409,2
6,0.09700920432806015,0.9800999760627747,2
7,0.09767020493745804,0.9804999828338623,2
8,0.0996238961815834,0.9807000160217285,2
9,0.10540960729122162,0.98089998960495,2
10,0.10937949270009995,0.9812999963760376,2
11,0.11317512392997742,0.9805999994277954,2
12,0.11319488286972046,0.9807000160217285,2
13,0.11478825658559799,0.9807999730110168,2
14,0.1210070550441742,0.9810000061988831,2
15,0.12369117140769958,0.9803000092506409,2
16,0.12689897418022156,0.9801999926567078,2
17,0.1311180591583252,0.9811000227928162,2
18,0.1352156400680542,0.98089998960495,2
19,0.13382264971733093,0.9811999797821045,2
20,0.14541547000408173,0.9797000288963318,2
21,0.14893800020217896,0.9797999858856201,2
22,0.14787916839122772,0.9805999994277954,2
23,0.1497008204460144,0.9812999963760376,2
24,0.1646135449409485,0.9790999889373779,2
25,0.15728914737701416,0.9800000190734863,2
