round,loss,accuracy,num_clients
1,0.08627425879240036,0.9754999876022339,2
2,0.07668637484312057,0.9787999987602234,2
3,0.07906646281480789,0.9789999723434448,2
4,0.08508668094873428,0.9797999858856201,2
5,0.0893820971250534,0.9810000061988831,2
6,0.09068320691585541,0.98089998960495,2
7,0.09577034413814545,0.9807999730110168,2
8,0.0981341004371643,0.9804999828338623,2
9,0.10275289416313171,0.9807999730110168,2
10,0.10223832726478577,0.9815000295639038,2
11,0.10741181671619415,0.9811999797821045,2
12,0.11585279554128647,0.9803000092506409,2
13,0.11417167633771896,0.9812999963760376,2
14,0.11469174921512604,0.9794999957084656,2
15,0.1155528575181961,0.9815999865531921,2
16,0.12565240263938904,0.9801999926567078,2
17,0.12525674700737,0.9807999730110168,2
18,0.12830497324466705,0.9807000160217285,2
19,0.1341571807861328,0.9804999828338623,2
20,0.1415848731994629,0.98089998960495,2
